condition,rmse,r2
baseline_train,0.5853263838801949,0.7929435024821245
corrected_train,0.2409206229534877,0.9649215320658624
baseline_test,1.1993888025790358,-0.3118908402729721
corrected_test,334.10267342391717,-101796.6192957317
