x,split,baseline_residual,corrected_residual
3.3341677096370463,train,-0.337865758283709,-0.05400743913125838
3.3491864831038796,train,-0.3684269742563173,-0.11240571909274744
3.379224030037547,train,-0.34907421081669554,-0.14826630050237677
3.3942428035043806,train,-0.40034570658193847,-0.2268328003939577
3.409261576971214,train,-0.2136433430427127,-0.06716586210762143
3.439299123904881,train,-0.18102465686081848,-0.08769305352216605
3.4543178973717144,train,0.2064155567700876,0.2737057979450772
3.469336670838548,train,0.025549733515275896,0.06719627025993757
3.4993742177722154,train,-0.05094030543655048,-0.059268765912103394
3.5143929912390486,train,0.07480620070532895,0.042201727681016266
3.5294117647058822,train,0.23310957518443365,0.17673726113643395
3.559449311639549,train,0.2744971112804966,0.17220422872944185
3.574468085106383,train,0.24897304685005484,0.12456815581980463
3.5894868585732165,train,0.2536588809043092,0.1077315956680609
3.6195244055068834,train,-0.07672830800196317,-0.2638701374219665
3.634543178973717,train,0.35589862248973914,0.14909086844342312
3.6495619524405507,train,0.19133303445903227,-0.034498529704155345
3.6795994993742176,train,0.5173408443317302,0.2554213520104778
3.6946182728410513,train,0.33201915161031126,0.053048054046399784
3.709637046307885,train,0.057164690835198595,-0.23819078664280724
3.739674593241552,train,0.08746968553395007,-0.2386452001703665
3.7546933667083855,train,0.5568511561033569,0.2163613926292678
3.7697121401752187,train,0.34766677035252824,-0.006530234115531108
3.799749687108886,train,0.2749509343710801,-0.10467234797634983
3.8147684605757197,train,0.09617193553144476,-0.2951808433728331
3.829787234042553,train,0.43342802771660516,0.030992594240783156
3.8598247809762203,train,0.9764941219408145,0.5538006720336313
3.8748435544430535,train,0.5532681359062699,0.12138023410195142
3.889862327909887,train,0.30641947827629545,-0.13405408511753691
3.9198998748435545,train,0.23593061210758393,-0.21993558338608388
3.9349186483103877,train,0.643857853809513,0.18115901062188033
3.9499374217772214,train,0.49788214323534463,0.02890821166560631
3.9799749687108883,train,0.40463012719826885,-0.075279423029599
3.994993742177722,train,0.3143299830224713,-0.17027039631359742
4.010012515644555,train,0.257039468506544,-0.23175466668045708
4.0400500625782225,train,0.5479049093803892,0.05214961774843019
4.055068836045057,train,0.31860139904589246,-0.1799544331749967
4.07008760951189,train,0.38932714965854176,-0.11159833424697219
4.100125156445557,train,0.39023472840360807,-0.11420577770204154
4.11514392991239,train,0.5780120943553104,0.07239176479489551
4.130162703379224,train,0.07343734376474931,-0.43300074814797895
4.160200250312891,train,0.40308246863095754,-0.10397419629302274
4.175219023779724,train,0.684375731146516,0.17748373999416156
4.190237797246558,train,0.43787047616104235,-0.06856374989370106
4.220275344180225,train,0.6047566270387446,0.10004925673739429
4.235294117647059,train,0.6786009400022674,0.17512906753810498
4.250312891113892,train,0.9014098613846739,0.3993994399258023
4.280350438047559,train,0.4098472784011893,-0.08862739193912628
4.295369211514393,train,0.5000472587939129,0.0036149834307934725
4.310387984981227,train,0.5366044792964182,0.04237677957130881
4.340425531914893,train,0.6252761927961483,0.13588341507085122
4.355444305381727,train,0.4992061444724989,0.012414105866083602
4.370463078848561,train,0.5965746056335464,0.11248630510641444
4.400500625782228,train,0.5681540161486192,0.0897267505987811
4.415519399249061,train,0.33819825825083694,-0.13729848951433965
4.430538172715894,train,0.45102079442334375,-0.02149596252224928
4.460575719649562,train,0.5655201299561465,0.09906270295013986
4.475594493116396,train,0.48706107338564575,0.023659555757028272
4.490613266583229,train,0.41513116746106604,-0.04521179191908775
4.520650813516896,train,0.5530278404645115,0.09876833749726366
4.53566958698373,train,0.26690808366586527,-0.1843460339623979
4.550688360450563,train,0.3786539127488435,-0.06963115607698978
4.58072590738423,train,0.7810202714434222,0.3385313851153171
4.595744680851063,train,0.6373837078056193,0.19770700303658284
4.6107634543178975,train,0.3341649478607094,-0.10276577109749052
4.640801001251564,train,0.6536078411654671,0.22194769669179149
4.655819774718398,train,0.4261220943963977,-0.0030231347101885575
4.670838548185231,train,0.21242032517101883,-0.21429548331044934
4.700876095118899,train,0.5748244905326976,0.15269982584936237
4.715894868585732,train,0.5570871805660653,0.13712060110662883
4.730913642052566,train,0.38420064696554146,-0.033700572017684394
4.760951188986232,train,0.2883101204272229,-0.1257366777608908
4.7759699624530665,train,0.33735083418502576,-0.07490377943459148
4.7909887359199,train,0.1693815577045541,-0.24116730934705632
4.821026282853567,train,0.258142714696163,-0.14923770509989343
4.8360450563204,train,0.38597470729172834,-0.019932522108566886
4.8510638297872335,train,0.20586821073902772,-0.198631263169891
4.881101376720901,train,0.36308954540631344,-0.03875914946065073
4.896120150187735,train,0.578757226561196,0.17816978030815278
4.911138923654568,train,0.4975651740578657,0.09820999361726113
4.9411764705882355,train,0.2505159048119445,-0.14641452752525552
4.956195244055069,train,0.4895562989424356,0.09384433279654392
4.971214017521902,train,0.22016014634237013,-0.17431039480285992
5.001251564455569,train,0.39410013719271664,0.002243529338461059
5.0162703379224025,train,0.13655967263387936,-0.25389110941916027
5.031289111389237,train,0.9118140586902506,0.5228586370048296
5.061326658322903,train,0.07194483838048882,-0.3136755712537571
5.076345431789737,train,0.6855644246492085,0.3018233663302947
5.09136420525657,train,0.54349827348224,0.16180540539847943
5.121401752190238,train,0.49174526882132774,0.11474178762688503
5.136420525657071,train,0.1936833424350768,-0.18063437847667707
5.151439299123905,train,0.5658410199384303,0.1944668952998292
5.1814768460575715,train,0.24984122406293352,-0.11477872269409062
5.196495619524406,train,0.3490865335556492,-0.011675482384455371
5.211514392991239,train,0.3635583103017046,0.0070065977783384525
5.241551939924906,train,0.7082336061192782,0.361255217155084
5.256570713391739,train,0.5933492951525903,0.2517814809462475
5.271589486858573,train,0.25185080963421935,-0.08385913442819071
5.30162703379224,train,0.49465575253905136,0.17209542770628516
5.316645807259074,train,0.0327844946721525,-0.2824392915844349
5.331664580725907,train,-0.11273953192988362,-0.4200901062915232
5.361702127659575,train,0.3211565120798179,0.031244469775999484
5.376720901126408,train,0.28546367187382593,0.005155772995600216
5.391739674593241,train,0.3192805198493751,0.04919088107795666
5.421777221526908,train,0.1710779037338117,-0.07666717413060464
5.436795994993742,train,0.2410495908805972,0.005460437913704652
5.451814768460576,train,0.0601681191805854,-0.1625919352118279
5.481852315394242,train,0.2522087658533456,0.05716947013739393
5.496871088861076,train,0.21348924307258255,0.033358991535489935
5.51188986232791,train,0.31118821073927805,0.14667478057534655
5.541927409261577,train,0.12298547621329803,-0.008156137993866608
5.55694618272841,train,0.19324376581599267,0.07985967356247681
